nn,sa,0.55,[23, 11, 11, 11, 1],5001,data/CreditDefaultData_test.csv,data/CreditDefaultData_train.csv,data/CreditDefaultData_validate.csv,CreditDefaultData,654.777000189
nn,sa,0.35,[23, 11, 11, 11, 1],5001,data/CreditDefaultData_test.csv,data/CreditDefaultData_train.csv,data/CreditDefaultData_validate.csv,CreditDefaultData,660.071000099
nn,sa,0.15,[23, 11, 11, 11, 1],5001,data/CreditDefaultData_test.csv,data/CreditDefaultData_train.csv,data/CreditDefaultData_validate.csv,CreditDefaultData,663.034000158
nn,rhc,([23, 11, 11, 11, 1], 5001, 'data/CreditDefaultData_test.csv', 'data/CreditDefaultData_train.csv', 'data/CreditDefaultData_validate.csv', 'CreditDefaultData'),671.782000065
nn,sa,0.7,[23, 11, 11, 11, 1],5001,data/CreditDefaultData_test.csv,data/CreditDefaultData_train.csv,data/CreditDefaultData_validate.csv,CreditDefaultData,524.804000139
nn,sa,0.95,[23, 11, 11, 11, 1],5001,data/CreditDefaultData_test.csv,data/CreditDefaultData_train.csv,data/CreditDefaultData_validate.csv,CreditDefaultData,523.282999992
nn,backprop,[23, 11, 11, 11, 1],5001,data/CreditDefaultData_test.csv,data/CreditDefaultData_train.csv,data/CreditDefaultData_validate.csv,CreditDefaultData,852.677000046
nn,ga,50,10,10,[23, 11, 11, 11, 1],5001,data/CreditDefaultData_test.csv,data/CreditDefaultData_train.csv,data/CreditDefaultData_validate.csv,CreditDefaultData,3192.23399997
nn,ga,50,10,20,[23, 11, 11, 11, 1],5001,data/CreditDefaultData_test.csv,data/CreditDefaultData_train.csv,data/CreditDefaultData_validate.csv,CreditDefaultData,3981.47399998
nn,ga,50,20,10,[23, 11, 11, 11, 1],5001,data/CreditDefaultData_test.csv,data/CreditDefaultData_train.csv,data/CreditDefaultData_validate.csv,CreditDefaultData,4252.26099992
nn,ga,50,20,20,[23, 11, 11, 11, 1],5001,data/CreditDefaultData_test.csv,data/CreditDefaultData_train.csv,data/CreditDefaultData_validate.csv,CreditDefaultData,4892.98099995
flipflop,rhc,0,0.18399977684
flipflop,rhc,2,0.18399977684
flipflop,rhc,1,0.1890001297
continuouspeaks,rhc,3,0.268999814987
continuouspeaks,rhc,1,0.291000127792
continuouspeaks,rhc,4,0.302999973297
continuouspeaks,rhc,2,0.303999900818
continuouspeaks,rhc,0,0.30899977684
flipflop,rhc,4,0.157999992371
flipflop,rhc,3,0.161000013351
tsp,sa,3,0.35,0.0440001487732
tsp,sa,2,0.75,0.0490000247955
tsp,sa,2,0.95,0.0499999523163
tsp,sa,3,0.75,0.0409998893738
tsp,sa,3,0.95,0.0429999828339
tsp,sa,4,0.55,0.0320000648499
tsp,sa,4,0.35,0.0339999198914
tsp,sa,4,0.75,0.0529999732971
tsp,sa,4,0.95,0.0529999732971
tsp,sa,4,0.15,0.0720000267029
continuouspeaks,ga,0,100,10,30,1.42000007629
continuouspeaks,ga,0,100,30,10,1.50100016594
continuouspeaks,ga,0,100,10,50,1.52499985695
continuouspeaks,ga,0,100,30,30,1.6400001049
continuouspeaks,ga,0,100,50,10,1.66499996185
continuouspeaks,ga,0,100,30,50,1.77399992943
continuouspeaks,ga,0,100,50,30,1.84000015259
continuouspeaks,ga,0,100,50,50,1.94199991226
continuouspeaks,ga,0,100,10,10,0.967000007629
continuouspeaks,ga,1,100,30,10,1.09800004959
continuouspeaks,ga,1,100,50,10,1.30599999428
continuouspeaks,ga,1,100,30,30,1.21000003815
continuouspeaks,ga,1,100,50,50,1.5529999733
continuouspeaks,ga,1,100,30,50,1.42199993134
continuouspeaks,ga,1,100,10,50,1.17599987984
continuouspeaks,ga,1,100,50,30,1.6130001545
continuouspeaks,ga,1,100,10,30,1.06500005722
continuouspeaks,ga,1,100,10,10,0.842000007629
continuouspeaks,ga,2,100,30,10,1.05399990082
continuouspeaks,ga,2,100,30,30,1.20500016212
continuouspeaks,ga,2,100,50,30,1.32299995422
continuouspeaks,ga,2,100,50,10,1.32999992371
continuouspeaks,ga,2,100,50,50,1.52200007439
continuouspeaks,ga,2,100,30,50,1.45999979973
continuouspeaks,ga,2,100,10,50,1.21300005913
continuouspeaks,ga,2,100,10,30,1.0649998188
continuouspeaks,ga,2,100,10,10,0.833000183105
continuouspeaks,ga,3,100,50,30,1.43499994278
continuouspeaks,ga,3,100,50,10,1.34699988365
continuouspeaks,ga,3,100,30,10,1.10599994659
continuouspeaks,ga,3,100,30,30,1.26700019836
continuouspeaks,ga,3,100,50,50,1.66799998283
continuouspeaks,ga,3,100,30,50,1.50699996948
continuouspeaks,ga,3,100,10,50,1.23500013351
continuouspeaks,ga,3,100,10,30,1.13000011444
continuouspeaks,ga,3,100,10,10,0.906999826431
continuouspeaks,ga,4,100,30,10,1.0649998188
continuouspeaks,ga,4,100,50,10,1.35299992561
continuouspeaks,ga,4,100,30,30,1.27600002289
continuouspeaks,ga,4,100,50,30,1.50999999046
continuouspeaks,ga,4,100,30,50,1.40199995041
continuouspeaks,ga,4,100,50,50,1.61999988556
continuouspeaks,ga,4,100,10,50,1.24300003052
continuouspeaks,ga,4,100,10,30,0.93700003624
continuouspeaks,ga,4,100,10,10,0.706000089645
flipflop,ga,0,100,30,10,1.62599992752
flipflop,ga,0,100,30,30,1.93099999428
flipflop,ga,0,100,50,10,2.03299999237
flipflop,ga,0,100,10,50,1.78799986839
flipflop,ga,0,100,10,30,1.55800008774
flipflop,ga,0,100,50,30,2.3149998188
flipflop,ga,0,100,30,50,2.23799991608
flipflop,ga,0,100,50,50,2.67299985886
flipflop,ga,0,100,10,10,1.37800002098
flipflop,ga,1,100,30,10,1.73500013351
flipflop,ga,1,100,50,10,2.17700004578
flipflop,ga,1,100,30,30,2.03499984741
flipflop,ga,1,100,10,50,1.88199996948
flipflop,ga,1,100,30,50,2.37700009346
flipflop,ga,1,100,50,30,2.48900008202
flipflop,ga,1,100,50,50,2.77899980545
flipflop,ga,1,100,10,30,1.65600013733
flipflop,ga,1,100,10,10,1.45000004768
flipflop,ga,2,100,30,10,1.78600001335
flipflop,ga,2,100,30,30,2.0680000782
flipflop,ga,2,100,50,10,2.20800018311
flipflop,ga,2,100,50,30,2.39800000191
flipflop,ga,2,100,10,50,1.92700004578
flipflop,ga,2,100,30,50,2.35299992561
flipflop,ga,2,100,50,50,2.8180000782
flipflop,ga,2,100,10,30,1.6210000515
flipflop,ga,2,100,10,10,1.35599994659
flipflop,ga,3,100,30,10,1.73000001907
flipflop,ga,3,100,30,30,1.98399996758
flipflop,ga,3,100,50,10,2.16699981689
flipflop,ga,3,100,10,50,1.8180000782
flipflop,ga,3,100,30,50,2.27099990845
flipflop,ga,3,100,50,30,2.44799995422
flipflop,ga,3,100,50,50,2.70900011063
flipflop,ga,3,100,10,30,1.57600021362
flipflop,ga,3,100,10,10,1.34600019455
flipflop,ga,4,100,30,10,1.73699998856
flipflop,ga,4,100,30,30,1.99499988556
flipflop,ga,4,100,50,10,2.16199994087
flipflop,ga,4,100,50,30,2.41900014877
flipflop,ga,4,100,30,50,2.32499980927
flipflop,ga,4,100,10,50,1.89400005341
flipflop,ga,4,100,50,50,2.6859998703
flipflop,ga,4,100,10,30,1.5759999752
flipflop,ga,4,100,10,10,1.33000016212
tsp,ga,0,100,10,50,6.35400009155
tsp,ga,0,100,10,30,5.85100007057
tsp,ga,0,100,10,10,3.87300014496
tsp,ga,0,100,30,50,11.3049998283
tsp,ga,0,100,30,10,11.3600001335
tsp,ga,0,100,30,30,11.7739999294
tsp,ga,0,100,50,10,14.620000124
tsp,ga,0,100,50,50,16.0989999771
tsp,ga,0,100,50,30,19.3269999027
tsp,ga,1,100,10,50,6.36599993706
tsp,ga,1,100,10,30,5.47100019455
tsp,ga,1,100,50,50,17.9359998703
tsp,ga,1,100,30,30,13.7590000629
tsp,ga,1,100,30,50,14.2209999561
tsp,ga,1,100,30,10,11.4140000343
tsp,ga,1,100,10,10,4.44099998474
tsp,ga,1,100,50,10,16.0230000019
tsp,ga,1,100,50,30,18.7649998665
tsp,ga,2,100,10,50,6.44199991226
tsp,ga,2,100,10,30,5.19400000572
tsp,ga,2,100,10,10,3.96200013161
tsp,ga,2,100,30,10,11.9220001698
tsp,ga,2,100,30,30,13.9749999046
tsp,ga,2,100,30,50,14.2960000038
tsp,ga,2,100,50,10,15.3400001526
tsp,ga,2,100,50,50,17.2809998989
tsp,ga,2,100,50,30,20.0539999008
tsp,ga,3,100,10,50,6.47399997711
tsp,ga,3,100,10,30,5.77500009537
tsp,ga,3,100,30,10,10.7279999256
tsp,ga,3,100,30,50,12.0329999924
tsp,ga,3,100,10,10,4.02900004387
tsp,ga,3,100,30,30,13.3280000687
tsp,ga,3,100,50,10,15.8529999256
tsp,ga,3,100,50,50,20.7569999695
tsp,ga,3,100,50,30,18.7060000896
tsp,ga,4,100,10,30,5.50999999046
tsp,ga,4,100,10,50,6.73500013351
tsp,ga,4,100,10,10,3.79699993134
tsp,ga,4,100,30,10,11.4170000553
tsp,ga,4,100,30,30,12.6199998856
tsp,ga,4,100,30,50,13.8420000076
tsp,ga,4,100,50,30,15.0690000057
tsp,ga,4,100,50,10,15.3250000477
tsp,ga,4,100,50,50,17.0799999237
continuouspeaks,mimic,0,100,50,0.1,73.3039999008
continuouspeaks,mimic,0,100,50,0.5,72.9460000992
continuouspeaks,mimic,0,100,50,0.7,73.4000000954
continuouspeaks,mimic,1,100,50,0.5,72.5899999142
continuouspeaks,mimic,1,100,50,0.1,73.7099997997
continuouspeaks,mimic,0,100,50,0.3,77.0510001183
continuouspeaks,mimic,1,100,50,0.3,75.9400000572
continuouspeaks,mimic,0,100,50,0.9,77.9110000134
continuouspeaks,mimic,2,100,50,0.1,76.0240001678
continuouspeaks,mimic,2,100,50,0.5,75.2039999962
continuouspeaks,mimic,1,100,50,0.7,83.4690001011
continuouspeaks,mimic,1,100,50,0.9,80.868999958
continuouspeaks,mimic,3,100,50,0.1,76.2100000381
continuouspeaks,mimic,2,100,50,0.7,77.5789999962
continuouspeaks,mimic,2,100,50,0.3,80.506000042
continuouspeaks,mimic,2,100,50,0.9,83.6050000191
continuouspeaks,mimic,3,100,50,0.3,72.0759999752
continuouspeaks,mimic,4,100,50,0.1,72.243999958
continuouspeaks,mimic,3,100,50,0.5,77.3210000992
continuouspeaks,mimic,4,100,50,0.3,73.4240000248
continuouspeaks,mimic,3,100,50,0.7,77.6719999313
continuouspeaks,mimic,4,100,50,0.5,75.7779998779
continuouspeaks,mimic,4,100,50,0.7,74.0439999104
continuouspeaks,mimic,3,100,50,0.9,81.368999958
continuouspeaks,mimic,4,100,50,0.9,73.5840001106
flipflop,mimic,1,100,50,0.1,5214.36999989
flipflop,mimic,0,100,50,0.1,5235.94400001
flipflop,mimic,0,100,50,0.3,5359.69000006
flipflop,mimic,1,100,50,0.3,5366.58400011
flipflop,mimic,0,100,50,0.5,5639.56599998
flipflop,mimic,1,100,50,0.5,5622.40400004
flipflop,mimic,0,100,50,0.7,5858.49799991
flipflop,mimic,0,100,50,0.9,6147.273
flipflop,mimic,2,100,50,0.1,5109.41100001
flipflop,mimic,2,100,50,0.3,5266.51799989
flipflop,mimic,1,100,50,0.7,5777.9289999
flipflop,mimic,2,100,50,0.5,5560.4519999
flipflop,mimic,3,100,50,0.1,5107.71300006
flipflop,mimic,1,100,50,0.9,6072.02999997
flipflop,mimic,2,100,50,0.7,5771.00300002
flipflop,mimic,2,100,50,0.9,6062.99000001
flipflop,mimic,3,100,50,0.3,5311.727
flipflop,mimic,3,100,50,0.5,5598.17200017
flipflop,mimic,4,100,50,0.1,5171.78999996
flipflop,mimic,4,100,50,0.3,5391.20499992
flipflop,mimic,3,100,50,0.7,5865.40100002
flipflop,mimic,4,100,50,0.5,5654.921
flipflop,mimic,3,100,50,0.9,6185.76200008
tsp,mimic,0,100,50,0.1,1391.91899991
flipflop,mimic,4,100,50,0.7,5903.55599999
tsp,mimic,0,100,50,0.3,1483.95900011
tsp,mimic,0,100,50,0.5,1502.75899982
tsp,mimic,0,100,50,0.7,1503.0999999
tsp,mimic,0,100,50,0.9,1506.31400013
tsp,mimic,1,100,50,0.1,1406.34200001
tsp,mimic,1,100,50,0.3,1507.40699983
tsp,mimic,1,100,50,0.5,1511.94300008
tsp,mimic,1,100,50,0.7,1512.69900012
tsp,mimic,1,100,50,0.9,1514.01300001
tsp,mimic,2,100,50,0.1,1409.11100006
tsp,mimic,2,100,50,0.3,1508.01200008
tsp,mimic,2,100,50,0.5,1510.55100012
tsp,mimic,2,100,50,0.7,1510.77999997
tsp,mimic,3,100,50,0.1,1404.66000009
tsp,mimic,2,100,50,0.9,1511.12599993
tsp,mimic,3,100,50,0.3,1504.79500008
tsp,mimic,3,100,50,0.5,1507.88599992
tsp,mimic,3,100,50,0.7,1508.69400001
tsp,mimic,3,100,50,0.9,1495.67199993
flipflop,mimic,4,100,50,0.9,6160.12799978
tsp,mimic,4,100,50,0.1,1336.33999991
tsp,mimic,4,100,50,0.3,1295.5250001
tsp,mimic,4,100,50,0.5,1285.352
tsp,mimic,4,100,50,0.7,1072.10300016
tsp,mimic,4,100,50,0.9,1033.0480001
nn,rhc,([63, 128, 128, 128, 1], 5001, 'data/OcrDigitData_test.csv', 'data/OcrDigitData_train.csv', 'data/OcrDigitData_validate.csv', 'OcrDigitData'),21058.5339999
nn,sa,0.35,[63, 128, 128, 128, 1],5001,data/OcrDigitData_test.csv,data/OcrDigitData_train.csv,data/OcrDigitData_validate.csv,OcrDigitData,21155.293
nn,sa,0.15,[63, 128, 128, 128, 1],5001,data/OcrDigitData_test.csv,data/OcrDigitData_train.csv,data/OcrDigitData_validate.csv,OcrDigitData,21211.9160001
nn,sa,0.55,[63, 128, 128, 128, 1],5001,data/OcrDigitData_test.csv,data/OcrDigitData_train.csv,data/OcrDigitData_validate.csv,OcrDigitData,21334.5090001
nn,sa,0.95,[63, 128, 128, 128, 1],5001,data/OcrDigitData_test.csv,data/OcrDigitData_train.csv,data/OcrDigitData_validate.csv,OcrDigitData,17490.0049999
nn,sa,0.7,[63, 128, 128, 128, 1],5001,data/OcrDigitData_test.csv,data/OcrDigitData_train.csv,data/OcrDigitData_validate.csv,OcrDigitData,17913.086
nn,backprop,[63, 128, 128, 128, 1],5001,data/OcrDigitData_test.csv,data/OcrDigitData_train.csv,data/OcrDigitData_validate.csv,OcrDigitData,45637.9919999
nn,ga,50,10,10,[63, 128, 128, 128, 1],5001,data/OcrDigitData_test.csv,data/OcrDigitData_train.csv,data/OcrDigitData_validate.csv,OcrDigitData,137526.307
nn,ga,50,10,20,[63, 128, 128, 128, 1],5001,data/OcrDigitData_test.csv,data/OcrDigitData_train.csv,data/OcrDigitData_validate.csv,OcrDigitData,165325.316
nn,ga,50,20,10,[63, 128, 128, 128, 1],5001,data/OcrDigitData_test.csv,data/OcrDigitData_train.csv,data/OcrDigitData_validate.csv,OcrDigitData,167738.223
nn,ga,50,20,20,[63, 128, 128, 128, 1],5001,data/OcrDigitData_test.csv,data/OcrDigitData_train.csv,data/OcrDigitData_validate.csv,OcrDigitData,176558.55
